pos11,jogador,clube,liga,mercado,idade,minutos,contrato,livre,tec_A,fis_A,patamar_A,psv,aderencia
ZD,S. Quintero,Emelec,Equador A,Sul-americano,27.0,1208,2026-12-31,True,24.0,58.0,41.0,28.48,33.5
ZE,F. Rasmussen,Colón,Argentina B,Sul-americano,34.0,2219,2026-12-31,True,41.0,,41.0,,31.4
EE,F. Espinal,Zamora,Venezuela,Sul-americano,28.0,1085,2026-12-31,True,41.0,,41.0,,47.0
LE,F. Román,Defensa y Justicia,Argentina A,Sul-americano,27.0,1375,2026-12-31,True,56.0,26.0,41.0,28.78,58.0
LE,G. Rojas,Racing Club,Argentina A,Sul-americano,29.0,1411,2029-12-31,False,54.0,28.0,41.0,28.81,57.2
ZE,E. Muñoz,Gimnasia Mendoza,Argentina A,Sul-americano,35.0,1692,2026-12-31,True,67.0,15.0,41.0,27.91,61.7
MED,T. Rodriguez,Nueva Chicago,Argentina B,Sul-americano,24.0,990,,True,41.0,,41.0,,37.6
CA,Maximiliano Rodríguez,Huachipato,Chile,Sul-americano,26.0,1057,2027-12-31,False,59.0,23.0,41.0,27.47,48.4
LD,J. Navas,Los Andes,Argentina B,Sul-americano,32.0,1706,2026-12-31,True,41.0,,41.0,,48.6
ED,A. Benítez,Defensores de Belgrano,Argentina B,Sul-americano,26.0,1756,2026-12-31,True,41.0,,41.0,,42.9
ZE,F. La Mantia,Caracas,Venezuela,Sul-americano,30.0,1402,2026-12-31,True,41.0,,41.0,,53.9
ZE,F. Álvarez,Deportivo Cali,Colombia A,Sul-americano,22.0,1509,2028-12-31,False,57.0,25.0,41.0,28.76,73.0
CA,R. Monserrat,Colegiales,Argentina B,Sul-americano,25.0,1054,,True,41.0,,41.0,,42.2
CA,Deyverson,LDU Quito,Equador A,Sul-americano,35.0,1447,2026-12-31,True,58.0,24.0,41.0,28.86,60.9
ZE,B. Dordoni,Acassuso,Argentina B,Sul-americano,27.0,1119,2026-12-31,True,41.0,,41.0,,36.7
LD,J. Bolaños,Macará,Equador A,Sul-americano,25.0,1224,2026-12-31,True,56.0,26.0,41.0,28.88,66.8
MED,T. Pérez Serra,Chacarita Juniors,Argentina B,Sul-americano,27.0,1724,2026-12-31,True,41.0,,41.0,,43.4
CA,O. Aragón,Tigres,Colombia B,Sul-americano,29.0,1786,,True,41.0,,41.0,,46.9
CA,R. Rojas,Portuguesa,Venezuela,Sul-americano,34.0,1320,2026-12-31,True,41.0,,41.0,,46.4
ZE,S. Brunelli,Beroe,Bulgaria,Exterior,28.0,1236,2026-06-30,True,41.0,,41.0,,41.5
ZE,J. Soto,ADT,Peru,Sul-americano,23.0,1324,2027-12-31,False,41.0,41.0,41.0,28.34,52.2
ED,P. Palacio,Almagro,Argentina B,Sul-americano,26.0,948,2026-12-31,True,41.0,,41.0,,35.1
LE,F. Díaz,Nacional Asunción,Paraguai,Sul-americano,25.0,958,2026-12-31,True,33.0,49.0,41.0,28.74,45.8
EE,M. Zuleta,Once Caldas,Colombia A,Sul-americano,24.0,979,2028-12-31,False,48.0,34.0,41.0,29.65,53.4
ZD,Lucas Cunha,Ponte Preta,Brasil B,Série B,29.0,2014,2026-12-31,True,41.0,41.0,41.0,28.43,44.2
LD,Rodrigo Soares,Goiás,Brasil B,Série B,33.0,1415,2026-11-30,True,63.0,19.0,41.0,28.18,70.4
GOL,Rubén Cordano,Aurora,Bolivia,Sul-americano,27.0,1089,,True,41.0,,41.0,,48.9
GOL,H. Piedra,Aucas,Equador A,Sul-americano,33.0,2560,2026-12-31,True,41.0,,41.0,,36.1
ZE,Danilo Barcelos,Ponte Preta,Brasil B,Série B,35.0,1365,2026-11-30,True,40.0,42.0,41.0,27.04,39.2
MED,Léo Antônio,Spartak Subotica,Servia,Exterior,29.0,1641,2026-06-30,True,41.0,,41.0,,28.6
CA,J. Orlando,Almagro,Argentina B,Sul-americano,20.0,1196,2027-12-31,False,41.0,,41.0,,39.8
CA,Y. Quiñones,Deportivo Pereira,Colombia A,Sul-americano,23.0,1273,2028-06-30,False,22.0,60.0,41.0,29.07,27.9
ZE,Gustavo Marins,Farul Constanţa,Romenia,Exterior,24.0,1099,2027-06-30,True,41.0,,41.0,,53.7
CA,M. Succar,Cienciano,Peru,Sul-americano,27.0,1187,2027-12-31,False,69.0,10.0,40.0,27.86,60.0
LE,J. Endrizzi,Gimnasia Jujuy,Argentina B,Sul-americano,32.0,1008,2026-12-31,True,40.0,,40.0,,57.4
CA,F. Troyansky,Audax Italiano,Chile,Sul-americano,29.0,1126,2027-12-31,False,44.0,35.0,40.0,28.16,36.5
GOL,R. Silva,Orense,Equador A,Sul-americano,31.0,1870,2026-12-31,True,40.0,,40.0,,37.8
CA,J. Zeballos,Wanderers,Uruguai,Sul-americano,29.0,1460,,True,54.0,26.0,40.0,27.93,55.7
EE,Bruno Silva,Suwon Bluewings,Coreia B,Exterior,26.0,924,,True,40.0,,40.0,,52.9
LE,A. Paredes,Sportivo Ameliano,Paraguai,Sul-americano,29.0,2331,2026-12-31,True,38.0,41.0,40.0,28.88,48.9
MED,Djalma,Gimpo Citizen,Coreia B,Exterior,26.0,1416,,True,40.0,,40.0,,40.1
ED,T. Diaz,Independiente Yumbo,Colombia B,Sul-americano,20.0,1405,,True,40.0,,40.0,,37.8
LD,D. Medina,CSKA 1948 Sofia,Bulgaria,Exterior,24.0,2000,2028-06-30,False,40.0,,40.0,,40.3
ZD,S. Mosquera,Millonarios,Colombia A,Sul-americano,32.0,1211,,True,39.0,41.0,40.0,29.83,44.2
MED,A. Barco,Rijeka,Croacia,Exterior,24.0,1235,2028-06-30,False,40.0,,40.0,,47.9
CA,J. Correa,Estudiantes Caseros,Argentina B,Sul-americano,33.0,1423,2026-12-31,True,40.0,,40.0,,43.8
CA,R. Carrera,Lanús,Argentina A,Sul-americano,32.0,1310,2026-12-31,True,35.0,44.0,40.0,27.94,39.2
MED,Luiz Henrique,Avaí,Brasil B,Série B,27.0,2167,2026-11-30,True,42.0,39.0,40.0,27.1,47.6
MED,E. Remedi,Peñarol,Uruguai,Sul-americano,31.0,1351,2026-12-31,True,71.0,9.0,40.0,27.06,53.2
ED,L. Umpierrez,Peñarol,Uruguai,Sul-americano,22.0,1440,2027-12-31,False,56.0,23.0,40.0,27.19,43.6
LD,L. Sosa,Sporting Cristal,Peru,Sul-americano,32.0,1329,2026-12-31,True,48.0,32.0,40.0,28.07,50.7
LD,S. Agámez,Orsomarso,Colombia B,Sul-americano,21.0,1337,,True,40.0,,40.0,,40.3
ZE,V. Lasso Castillo,Orsomarso,Colombia B,Sul-americano,20.0,1029,,True,40.0,,40.0,,45.8
EE,D. Vásquez,Rayo Zuliano,Venezuela,Sul-americano,21.0,1010,,True,40.0,,40.0,,56.5
LD,L. Paredes,Gimnasia Mendoza,Argentina A,Sul-americano,23.0,1154,2028-12-31,False,47.0,33.0,40.0,29.23,42.8
LE,J. Morán,Godoy Cruz,Argentina B,Sul-americano,20.0,1355,2027-12-31,False,40.0,,40.0,,59.5
GOL,J. Arboleda,Leones,Colombia B,Sul-americano,20.0,1100,,True,40.0,,40.0,,32.8
ZD,B. Salvareschi,Deportivo Morón,Argentina B,Sul-americano,27.0,1956,2027-12-31,False,40.0,,40.0,,45.3
MED,Léo Gomes,Ponte Preta,Brasil B,Série B,29.0,908,2026-11-30,True,15.0,66.0,40.0,28.47,17.6
CA,F. Borja,El Nacional,Equador B,Sul-americano,26.0,1022,2026-12-31,True,40.0,,40.0,,51.5
ZD,F. Calderón,Universidad de Chile,Chile,Sul-americano,28.0,1055,2027-12-31,False,36.0,43.0,40.0,28.58,49.8
LE,L. Diarte,Deportivo Madryn,Argentina B,Sul-americano,33.0,1880,2027-12-31,False,40.0,,40.0,,50.0
MEI,C. Álvarez,Jaguares de Córdoba,Colombia A,Sul-americano,33.0,1106,,True,55.0,26.0,40.0,27.21,56.2
CA,T. Wander,Sanjoanense,Portugal C,Exterior,22.0,2017,2027-06-30,True,40.0,,40.0,,48.9
MED,L. Rodríguez,San Martín Tucumán,Argentina B,Sul-americano,23.0,1136,2026-12-31,True,40.0,,40.0,,39.8
LD,D. Minervino,Gimnasia Jujuy,Argentina B,Sul-americano,30.0,1484,2027-12-31,False,40.0,,40.0,,37.9
ZD,M. Catalán,Talleres Córdoba,Argentina A,Sul-americano,33.0,1483,2026-12-31,True,66.0,13.0,40.0,27.66,61.1
LD,J. Falconí,Sport Huancayo,Peru,Sul-americano,30.0,1524,,True,50.0,30.0,40.0,28.41,58.0
LE,I. Guerrico,Emelec,Equador A,Sul-americano,28.0,2167,2026-12-31,True,45.0,36.0,40.0,28.43,56.1
ZD,B. Caicedo,Libertad,Equador A,Sul-americano,25.0,1836,2027-12-31,False,41.0,38.0,40.0,28.38,46.3
ED,R. Lezcano,Olimpia,Paraguai,Sul-americano,22.0,1102,2029-12-31,False,67.0,14.0,40.0,27.21,73.4
CA,G. Ávalos,Independiente,Argentina A,Sul-americano,35.0,2028,2026-12-31,True,62.0,19.0,40.0,28.52,64.4
VOL,L. Martínez,Guaraní,Paraguai,Sul-americano,26.0,1747,2026-12-31,True,56.0,23.0,40.0,27.27,52.3
ZE,Gabriel Lacerda,Londrina,Brasil B,Série B,27.0,1811,2026-12-31,True,38.0,41.0,40.0,28.16,47.2
ZE,M. Burdisso,Aucas,Equador A,Sul-americano,24.0,1689,2026-12-31,True,56.0,25.0,40.0,27.11,64.1
LE,J. Campusano,Ñublense,Chile,Sul-americano,33.0,1719,2026-12-31,True,32.0,48.0,40.0,27.98,37.1
LD,A. González,Carabobo,Venezuela,Sul-americano,33.0,1386,2026-12-31,True,40.0,,40.0,,55.9
LD,J. Castro,Inter Bogotá,Colombia A,Sul-americano,29.0,1564,2026-12-31,True,34.0,47.0,40.0,30.12,42.0
CA,Alisson Safira,Juventude,Brasil B,Série B,31.0,1585,2027-12-31,False,57.0,22.0,40.0,28.3,62.9
ZE,E. Peraza,UCV,Venezuela,Sul-americano,33.0,1928,2026-12-31,True,40.0,,40.0,,39.8
GOL,G. Falcón,Cienciano,Peru,Sul-americano,29.0,1416,2027-12-31,False,40.0,,40.0,,40.0
LD,E. López,Tolima,Colombia A,Sul-americano,31.0,1381,2026-12-31,True,36.0,45.0,40.0,29.22,43.2
LE,Y. Salazar,La Serena,Chile,Sul-americano,21.0,1442,2026-12-31,True,25.0,56.0,40.0,29.05,32.9
LE,K. Tamayo,Once Caldas,Colombia A,Sul-americano,26.0,1437,,True,31.0,48.0,40.0,28.93,33.8
CA,Alegria,Zalaegerszegi TE,Hungria,Exterior,22.0,2139,2029-06-30,False,40.0,,40.0,,35.3
CA,A. Juárez,Atlético Sanluqueño,Espanha C,Exterior,21.0,1698,2027-12-31,False,40.0,,40.0,,49.2
LD,A. Cañete,Sportivo Trinidense,Paraguai,Sul-americano,24.0,1255,2026-12-31,True,64.0,17.0,40.0,28.04,61.4
LE,E. Gómez,Vélez Sarsfield,Argentina A,Sul-americano,32.0,2025,2028-12-31,False,41.0,39.0,40.0,28.48,36.3
MED,F. Amato,Zalaegerszegi TE,Hungria,Exterior,22.0,2244,2029-06-30,False,40.0,,40.0,,42.9
LD,J. Arroyo,Leones del Norte,Equador A,Sul-americano,23.0,1567,2026-12-31,True,37.0,44.0,40.0,30.63,42.7
EE,W. Nunez,Newell's Old Boys,Argentina A,Sul-americano,23.0,926,2027-12-31,False,34.0,46.0,40.0,28.67,59.0
MED,A. Gonzalez,UCV,Venezuela,Sul-americano,31.0,1440,2026-12-31,True,40.0,,40.0,,36.9
CA,L. Palacios,Tigres,Colombia B,Sul-americano,21.0,1673,,True,39.0,,39.0,,36.9
ZE,S. Canizalez,Bogotá,Colombia B,Sul-americano,21.0,962,,True,39.0,,39.0,,47.4
ED,F. Álvarez,Atlanta,Argentina B,Sul-americano,25.0,1092,2026-12-31,True,39.0,,39.0,,43.3
ZD,A. Robledo,O'Higgins,Chile,Sul-americano,28.0,1056,2026-12-31,True,40.0,38.0,39.0,29.63,47.9
ZD,L. Moreno Quero,Portuguesa,Venezuela,Sul-americano,22.0,1417,2026-12-31,True,39.0,,39.0,,50.8
ED,R. Reynoso,Acassuso,Argentina B,Sul-americano,27.0,1262,2026-12-31,True,39.0,,39.0,,37.6
LD,D. Orozco,Internacional Palmira,Colombia B,Sul-americano,30.0,1702,,True,39.0,,39.0,,42.4
CA,M. Garnerone,Estudiantes Río Cuarto,Argentina A,Sul-americano,27.0,1018,2026-12-31,True,36.0,42.0,39.0,28.59,37.2
ZD,Fabián Castro,Deportivo Santo Domingo,Equador B,Sul-americano,33.0,1048,,True,39.0,,39.0,,42.9
ZD,L. Arnijas,Deportivo Maipú,Argentina B,Sul-americano,23.0,1135,2027-12-31,False,39.0,,39.0,,40.7
MED,Raul,Cuiabá,Brasil B,Série B,30.0,2614,2027-12-31,False,46.0,32.0,39.0,27.44,47.7
VOL,J. Correa,Deportivo La Guaira,Venezuela,Sul-americano,20.0,1024,,True,39.0,,39.0,,54.5
ED,João Pedro,Cherno More,Bulgaria,Exterior,26.0,1061,,True,39.0,,39.0,,31.5
LE,L. Angelini,Temperley,Argentina B,Sul-americano,31.0,1994,2026-12-31,True,39.0,,39.0,,48.1
ZD,A. Lamosa,Central Norte,Argentina B,Sul-americano,24.0,1998,2027-12-31,False,39.0,,39.0,,30.8
ED,H. López,Argentinos Juniors,Argentina A,Sul-americano,25.0,1187,2026-12-31,True,68.0,10.0,39.0,27.11,62.1
LD,C. Urpín,Portuguesa,Venezuela,Sul-americano,32.0,1484,2026-12-31,True,39.0,,39.0,,53.8
ZD,J. Mina,Internacional Palmira,Colombia B,Sul-americano,26.0,1777,,True,39.0,,39.0,,41.5
ZD,Agustín Rogel,Nacional,Uruguai,Sul-americano,28.0,1446,2027-12-31,False,59.0,19.0,39.0,27.11,49.0
LE,A. Cossío,Comerciantes Unidos,Peru,Sul-americano,31.0,1852,2026-12-31,True,40.0,38.0,39.0,29.33,50.5
ZE,Léo Bolgado,Rapid Bucureşti,Romenia,Exterior,27.0,1121,2026-06-30,True,39.0,,39.0,,48.6
LD,Júlio,Ponte Preta,Brasil B,Série B,19.0,1059,,True,37.0,41.0,39.0,29.08,40.6
LD,R. Ferreira,Rubio Ñú,Paraguai,Sul-americano,28.0,1761,2026-12-31,True,63.0,15.0,39.0,28.14,59.7
LE,Kazu,Oţelul,Romenia,Exterior,26.0,1257,2027-06-30,True,39.0,,39.0,,47.0
ZE,A. Piegas,Cerro Largo,Uruguai,Sul-americano,24.0,993,2026-12-31,True,39.0,39.0,39.0,28.3,42.7
MED,F. Bravo,Patronato,Argentina B,Sul-americano,32.0,1727,2026-12-31,True,39.0,,39.0,,30.4
GOL,Eddie Roberts,Estudiantes de Mérida,Venezuela,Sul-americano,32.0,1328,2026-12-31,True,39.0,,39.0,,38.5
ZD,C. Fara,Universitario,Peru,Sul-americano,32.0,2042,2026-12-31,True,55.0,23.0,39.0,28.06,64.1
