jogador,Team,clube,Position,idade,valor,contrato,Matches played,minutos,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",nascido_em,passaporte,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",liga,"Conversão de penaltis, %",Aerial duels per 90.1,pos11,mercado,sul_americano,ocupa_vaga_estrangeiro,"Aerial duels won, %_pct",Passes to penalty area per 90_pct,Progressive runs per 90_pct,Touches in box per 90_pct,Long passes per 90_pct,"Defensive duels won, %_pct",Head goals per 90_pct,xG per 90_pct,Crosses per 90_pct,Key passes per 90_pct,Successful defensive actions per 90_pct,Smart passes per 90_pct,Free kicks per 90_pct,Progressive passes per 90_pct,"Save rate, %_pct",Corners per 90_pct,Exits per 90_pct,Shots per 90_pct,Prevented goals per 90_pct,PAdj Interceptions_pct,"Accurate passes, %_pct",Accelerations per 90_pct,Fouls suffered per 90_pct,xA per 90_pct,aderencia,criterios_com_dado,chave,nivel_overall,rank_na_liga,nivel_ofensivo,nivel_defensivo,nivel_passe,nivel_bola_parada,nivel_fisico,aderencia_ajustada,nota,livre,ordem
N. Meriano,Banfield,Banfield,LCB,25.0,1200000,2026-12-31,17,1355,0,0.63,0,0.21,15.74,64.14,Argentina,"Argentina, Italy",esquerdo,191,84,sim,12.89,8.1,73.77,3.99,53.33,0.46,0.56,0.8,6.44,7.82,0.73,3,0.2,2,0.13,0.2,0.0,0,0.0,0.04,0,0.0,4,0.27,25.0,0.0,0.0,0.07,100.0,0.07,100.0,0.0,0.0,0.0,0.0,0.0,1.13,41.18,0.27,0.66,0.0,14.81,0.13,0.33,28.96,73.39,16.87,64.57,1.13,88.24,8.37,87.3,21.65,82.21,7.24,46.79,25.95,42.17,0.01,0.13,0.07,0.0,0.07,100.0,0.07,6.97,59.05,0.8,33.33,0.8,50.0,0.4,0.07,8.83,64.66,0,,0,,0,0.0,0.0,0.0,,,0.46,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,18.75,75.0,43.75,15.625,71.875,65.625,35.9375,46.875,42.1875,62.5,100.0,95.3125,42.1875,71.875,51.5625,51.5625,,37.5,,64.0625,3.125,23.4375,34.375,53.125,48.0,7,n meriano,53.45,14.0,35.19,82.17,52.7,0.0,25.87,33.0,43.2,True,3
M. Valenti,Estudiantes Río Cuarto,Estudiantes Río Cuarto,LCB,23.0,0,2026-12-31,14,1176,0,0.44,0,0.36,14.62,61.26,Argentina,Argentina,esquerdo,184,0,sim,10.1,6.12,75.0,3.83,60.0,0.23,0.32,0.84,5.28,7.26,1.15,5,0.38,0,0.0,0.23,0.0,0,0.0,0.03,0,0.0,4,0.31,0.0,0.0,0.0,0.23,33.33,0.23,33.33,0.0,0.0,0.0,0.31,50.0,1.91,28.0,0.69,0.23,0.0,17.6,0.23,0.23,32.37,78.49,15.08,67.51,2.6,82.35,10.64,92.81,25.41,86.45,6.73,50.0,22.23,35.42,0.03,0.15,0.0,0.0,0.0,0.0,0.08,4.29,50.0,0.77,40.0,0.08,0.0,0.23,0.08,8.19,67.29,0,,0,,0,0.0,0.0,0.0,,,1.68,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,53.125,71.875,14.0625,78.125,65.625,78.125,35.9375,34.375,64.0625,70.3125,75.0,40.625,42.1875,56.25,51.5625,51.5625,,42.1875,,40.625,21.875,23.4375,12.5,92.1875,52.3,7,m valenti,46.86,32.0,26.65,78.34,49.51,0.0,28.34,37.3,42.1,True,3
J. Canale,Lanús,Lanús,LCB,30.0,475000,2026-12-31,15,1419,0,0.39,0,0.15,12.62,62.81,Paraguay,Paraguay,esquerdo,187,82,sim,9.2,4.38,72.46,4.25,56.72,0.25,0.34,0.7,5.77,7.82,0.51,1,0.06,0,0.0,0.25,0.0,0,0.0,0.02,0,0.0,3,0.19,66.67,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.19,66.67,1.9,53.33,0.44,0.82,0.06,29.68,0.51,0.89,42.68,86.48,18.9,78.52,2.09,96.97,18.58,93.17,36.28,92.48,6.34,53.0,21.14,38.67,0.01,0.19,0.0,0.0,0.0,0.0,0.06,3.81,53.33,0.44,57.14,0.38,50.0,0.38,0.0,8.63,72.79,0,,0,,0,0.0,0.0,0.0,,,1.33,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,34.375,50.0,59.375,32.8125,56.25,50.0,35.9375,25.0,34.375,54.6875,56.25,40.625,42.1875,68.75,51.5625,51.5625,,18.75,,64.0625,75.0,59.375,78.125,53.125,42.3,7,j canale,51.55,17.0,46.94,76.99,58.25,0.0,24.84,27.299999999999997,39.4,True,3
Facundo Mansilla,Central Córdoba SdE,Central Córdoba SdE,LCB,27.0,400000,2026-12-31,17,1564,1,0.67,0,0.09,15.36,66.67,Argentina,Argentina,esquerdo,190,82,sim,10.19,5.64,70.41,5.18,66.67,0.29,0.37,0.63,5.93,7.67,0.98,1,0.06,0,0.0,0.46,0.06,1,0.06,0.04,1,0.06,4,0.23,50.0,25.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.4,85.71,1.78,51.61,0.29,1.09,0.06,21.35,0.23,0.52,35.16,84.12,14.39,71.2,1.38,91.67,16.8,94.86,30.9,89.01,4.14,50.0,21.19,39.95,0.01,0.06,0.0,0.0,0.0,0.0,0.06,3.28,63.16,0.23,0.0,0.23,50.0,0.0,0.06,6.04,55.24,0,,0,,0,0.0,0.0,0.0,,,0.81,,0.06,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,71.875,26.5625,75.0,18.75,15.625,34.375,87.5,46.875,57.8125,54.6875,84.375,40.625,90.625,23.4375,51.5625,51.5625,,31.25,,53.125,56.25,59.375,59.375,53.125,45.1,7,facundo mansilla,47.11,31.0,35.0,78.64,37.15,0.0,20.05,30.1,38.6,True,3
N. Demartini,Barracas Central,Barracas Central,LCB,26.0,475000,2026-12-31,14,1335,1,1.04,1,0.16,12.61,59.36,Argentina,Argentina,esquerdo,187,84,sim,9.24,6.81,59.41,2.22,75.76,0.34,0.38,0.2,4.85,5.51,1.42,2,0.13,0,0.0,0.2,0.07,1,0.07,0.07,0,0.0,3,0.2,33.33,33.333,0.07,0.07,100.0,0.07,100.0,0.0,0.0,0.0,0.27,25.0,1.42,33.33,0.4,0.67,0.13,15.57,0.4,0.27,25.48,80.69,11.73,69.54,1.55,86.96,8.76,93.08,21.3,87.34,4.11,45.9,19.89,37.18,0.01,0.2,0.0,0.0,0.0,0.0,0.07,4.31,67.19,0.2,66.67,0.07,0.0,0.2,0.0,5.73,68.24,0,,0,,0,0.0,0.0,0.0,,,0.4,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,96.875,20.3125,46.875,28.125,12.5,6.25,35.9375,85.9375,42.1875,62.5,59.375,40.625,42.1875,9.375,51.5625,51.5625,,26.5625,,6.25,31.25,79.6875,25.0,53.125,47.9,7,n demartini,43.44,36.0,28.46,68.58,45.79,0.0,24.33,32.9,38.2,True,3
N. Goitea,Newell's Old Boys,Newell's Old Boys,LCB,29.0,450000,2026-12-31,12,1133,0,0.21,0,0.0,9.85,53.23,Argentina,Argentina,direito,184,79,sim,7.63,2.46,80.65,3.81,43.75,0.48,0.6,0.4,5.16,6.5,0.32,1,0.08,0,0.0,0.08,0.0,0,0.0,0.02,0,0.0,2,0.16,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,14.29,0.48,0.79,0.16,15.89,0.0,0.32,27.56,78.39,12.87,68.52,1.43,77.78,10.88,92.7,21.61,85.66,5.96,52.0,22.37,36.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,44.74,0.24,0.0,0.48,50.0,0.08,0.0,6.04,56.58,0,,0,,0,0.0,0.0,0.0,,,0.95,,0.08,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,6.25,31.25,56.25,45.3125,43.75,96.875,35.9375,25.0,10.9375,20.3125,18.75,40.625,100.0,23.4375,51.5625,51.5625,,6.25,,23.4375,15.625,89.0625,31.25,18.75,28.5,7,n goitea,38.24,40.0,21.5,71.04,32.65,0.0,24.85,13.5,25.9,True,3
R. Insúa,Barracas Central,Barracas Central,"LB, LWB",28.0,800000,2026-12-31,21,2010,3,2.38,1,1.42,11.01,48.37,Argentina,"Argentina, Spain",esquerdo,180,76,sim,6.54,3.99,52.81,1.79,67.5,0.22,0.25,0.22,4.21,4.75,0.81,4,0.18,0,0.0,1.84,0.13,1,0.04,0.11,0,0.0,22,0.99,36.36,13.636,0.04,2.37,32.08,2.28,29.41,0.04,100.0,0.27,1.52,47.06,3.85,37.21,1.03,1.61,0.4,19.84,1.88,0.76,28.39,67.03,11.46,52.34,5.33,94.96,6.67,67.79,22.07,75.86,4.07,39.56,19.03,37.11,0.06,0.49,0.04,0.0,0.04,0.0,0.13,4.34,53.61,2.37,30.19,0.27,33.33,0.36,0.76,6.99,66.03,0,,0,,0,0.0,0.0,0.0,,,0.04,,0.49,0.09,0.0,0.18,2.0,100.0,Argentina A,,,LE,Sul-americano,True,True,86.66666666666667,35.0,73.33333333333333,66.66666666666666,13.333333333333334,6.666666666666667,48.333333333333336,96.66666666666667,46.666666666666664,6.666666666666667,10.0,50.0,73.33333333333333,13.333333333333334,51.66666666666667,70.0,,83.33333333333334,,6.666666666666667,10.0,90.0,48.333333333333336,46.666666666666664,66.0,6,r insua,38.64,17.0,41.88,60.66,33.51,0.0,38.27,51.0,44.8,True,4
I. Galván,Atlético Tucumán,Atlético Tucumán,LB,23.0,250000,2026-12-31,17,1354,0,0.57,0,0.76,16.42,53.85,Argentina,Argentina,esquerdo,181,80,sim,6.98,4.65,61.43,3.12,65.96,0.07,0.09,0.0,4.05,5.58,1.13,3,0.2,1,0.07,1.99,0.0,0,0.0,0.04,0,0.0,9,0.6,33.33,0.0,0.0,2.19,15.15,2.13,15.63,0.07,0.0,0.33,2.79,52.38,6.85,38.83,1.4,2.79,0.6,20.41,1.73,1.06,31.04,74.52,15.16,67.11,4.72,94.37,5.85,75.0,24.66,83.56,4.32,50.77,20.0,32.97,0.05,0.66,0.0,0.0,0.0,0.0,0.2,4.92,71.62,1.46,36.36,0.07,0.0,0.33,0.4,7.25,66.97,0,,0,,0,0.0,0.0,0.0,,,0.4,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,83.33333333333334,3.3333333333333335,96.66666666666667,93.33333333333333,23.333333333333332,53.333333333333336,48.333333333333336,43.333333333333336,33.33333333333333,31.666666666666664,13.333333333333334,23.333333333333332,20.0,16.666666666666664,51.66666666666667,23.333333333333332,,43.333333333333336,,23.333333333333332,66.66666666666666,96.66666666666667,73.33333333333333,36.666666666666664,67.0,6,i galvan,36.9,21.0,52.64,74.36,35.63,0.0,38.75,52.0,44.4,True,4
P. Silva,Gimnasia La Plata,Gimnasia La Plata,LB,29.0,500000,2026-12-31,23,2109,0,1.36,3,1.87,13.31,53.85,Argentina,"Argentina, Italy",esquerdo,174,63,sim,8.96,5.63,62.12,1.92,68.89,0.38,0.49,0.43,5.08,6.46,0.47,1,0.04,0,0.0,1.37,0.0,0,0.0,0.06,0,0.0,11,0.47,27.27,0.0,0.13,2.43,38.6,2.43,38.6,0.0,0.0,0.17,1.11,26.92,3.58,40.48,1.11,1.54,0.13,22.02,1.79,1.15,30.73,76.11,13.14,70.78,4.65,89.91,7.25,73.53,25.43,83.22,3.07,43.06,17.86,34.5,0.08,0.68,0.0,0.0,0.09,0.0,0.43,4.61,70.37,1.83,51.16,0.21,0.0,0.38,0.9,7.55,68.93,0,,0,,0,0.0,0.0,0.0,,,0.21,,0.09,0.0,0.0,0.04,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,93.33333333333333,20.0,70.0,70.0,10.0,60.0,48.333333333333336,71.66666666666667,50.0,68.33333333333333,60.0,78.33333333333333,48.333333333333336,20.0,51.66666666666667,48.333333333333336,,25.0,,56.666666666666664,83.33333333333334,35.0,81.66666666666667,55.00000000000001,67.7,6,p silva,33.94,30.0,32.82,74.2,38.9,0.0,35.63,52.7,43.3,True,4
F. Román,Defensa y Justicia,Defensa y Justicia,"LB, LCB",27.0,700000,2026-12-31,20,1375,1,1.41,1,1.67,17.87,57.51,Paraguay,Paraguay,esquerdo,180,76,sim,10.73,7.33,67.86,4.12,57.14,0.0,0.0,0.33,5.76,8.8,1.24,5,0.33,0,0.0,1.05,0.07,1,0.07,0.09,0,0.0,9,0.59,22.22,11.111,0.07,1.9,24.14,1.9,24.14,0.0,0.0,0.13,1.05,43.75,3.47,39.62,0.98,1.24,0.13,17.28,1.24,0.65,30.7,67.59,15.91,59.26,2.88,88.64,7.79,78.15,22.91,78.29,5.96,39.56,20.4,29.42,0.11,0.39,0.07,0.0,0.07,0.0,0.2,4.84,55.41,2.55,33.33,0.59,0.0,0.59,0.46,8.57,54.96,0,,0,,0,0.0,0.0,0.0,,,0.33,,1.11,0.07,0.0,0.98,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,73.33333333333333,43.333333333333336,41.66666666666667,61.66666666666667,66.66666666666666,86.66666666666667,48.333333333333336,90.0,16.666666666666664,31.666666666666664,93.33333333333333,66.66666666666666,93.33333333333333,56.666666666666664,51.66666666666667,90.0,,40.0,,96.66666666666667,16.666666666666664,35.0,38.333333333333336,75.0,58.0,6,f roman,39.77,14.0,31.61,83.92,33.82,0.0,34.31,43.0,41.4,True,4
A. Spörle,Belgrano,Belgrano,LB,31.0,300000,2026-12-31,21,1665,0,0.5,0,0.58,13.51,52.0,Argentina,"Argentina, Germany",esquerdo,182,76,sim,7.24,6.43,57.14,1.84,58.82,0.05,0.07,0.22,3.51,4.83,1.19,4,0.22,0,0.0,1.89,0.0,0,0.0,0.03,0,0.0,5,0.27,60.0,0.0,0.0,2.76,29.41,2.76,29.41,0.0,0.0,0.43,1.46,62.96,3.78,45.71,1.3,1.35,0.16,22.81,1.41,0.27,32.38,72.62,13.08,64.88,4.97,90.22,7.84,73.1,26.7,79.96,2.92,46.3,17.22,33.95,0.03,0.32,0.05,0.0,0.0,0.0,0.16,3.84,61.97,2.49,34.78,0.11,100.0,0.32,0.86,6.86,65.35,0,,0,,0,0.0,0.0,0.0,,,0.16,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,80.0,40.0,53.333333333333336,85.0,3.3333333333333335,20.0,48.333333333333336,26.666666666666668,56.666666666666664,11.666666666666666,20.0,23.333333333333332,20.0,10.0,51.66666666666667,23.333333333333332,,6.666666666666667,,10.0,53.333333333333336,43.333333333333336,6.666666666666667,15.0,54.3,6,a sporle,32.88,34.0,37.48,65.46,37.71,0.0,43.79,39.3,36.1,True,4
D. Sosa,Instituto,Instituto,"LWB, LB",29.0,475000,2026-12-31,21,1997,1,1.64,3,3.46,9.96,51.13,Argentina,Argentina,esquerdo,176,70,sim,7.08,4.69,58.65,1.13,24.0,0.0,0.0,0.18,4.33,5.9,0.68,2,0.09,0,0.0,2.43,0.05,1,0.05,0.07,0,0.0,25,1.13,20.0,4.0,0.14,3.74,42.17,3.7,41.46,0.0,0.0,0.36,1.04,60.87,2.79,48.39,1.13,0.5,0.09,22.71,2.03,0.5,34.34,74.93,13.88,62.99,5.45,91.74,8.97,76.38,25.24,85.89,5.59,45.97,20.04,34.34,0.16,1.08,0.0,0.0,0.0,0.0,0.5,4.33,58.33,3.34,50.0,0.18,25.0,0.32,1.62,8.47,69.68,0,,0,,0,0.0,0.0,0.0,,,0.54,,0.99,0.09,0.0,0.27,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,3.3333333333333335,70.0,3.3333333333333335,76.66666666666667,55.00000000000001,23.333333333333332,48.333333333333336,80.0,76.66666666666667,80.0,16.666666666666664,23.333333333333332,83.33333333333334,53.333333333333336,51.66666666666667,75.0,,90.0,,33.33333333333333,70.0,15.0,20.0,86.66666666666667,50.0,6,d sosa,36.82,22.0,34.43,54.9,43.78,0.0,36.49,35.0,35.9,True,4
M. De Ritis,San Lorenzo,San Lorenzo,"LB, LWB",23.0,0,2026-12-31,17,1329,0,0.24,2,1.13,16.46,48.15,Uruguay,Uruguay,esquerdo,183,79,sim,10.77,6.84,61.39,2.44,44.44,0.47,0.66,0.14,6.09,8.46,1.02,6,0.41,0,0.0,1.83,0.0,0,0.0,0.02,0,0.0,7,0.47,42.86,0.0,0.14,2.98,27.27,2.98,27.27,0.0,0.0,0.27,1.76,46.15,5.01,36.49,0.54,1.42,0.27,21.6,1.02,0.88,32.78,67.15,14.9,56.82,5.15,93.42,7.52,67.57,24.45,76.18,5.55,46.34,19.2,34.98,0.08,0.74,0.0,0.07,0.07,0.0,0.41,4.47,54.55,2.78,29.27,0.41,50.0,0.14,0.95,7.92,64.1,0,,0,,0,0.0,0.0,0.0,,,0.47,,0.14,0.0,0.0,0.0,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,33.33333333333333,60.0,63.33333333333333,18.333333333333332,50.0,50.0,48.333333333333336,18.333333333333332,66.66666666666666,60.0,96.66666666666667,66.66666666666666,65.0,26.666666666666668,51.66666666666667,23.333333333333332,,25.0,,93.33333333333333,13.333333333333334,73.33333333333333,70.0,55.00000000000001,41.7,6,m de ritis,34.7,29.0,34.22,68.67,38.99,0.0,39.02,26.700000000000003,30.7,True,4
A. Soto,Rosario Central,Rosario Central,"LB, LCB",32.0,1700000,2026-12-31,18,1123,1,0.81,0,0.61,10.98,54.74,Argentina,Argentina,esquerdo,176,75,sim,8.82,5.37,68.66,2.0,40.0,0.4,0.65,0.16,4.73,7.66,0.56,2,0.16,0,0.0,0.48,0.08,1,0.08,0.06,0,0.0,5,0.4,20.0,20.0,0.0,1.44,11.11,1.44,11.11,0.0,0.0,0.08,0.4,40.0,2.4,36.67,0.56,0.88,0.08,33.5,1.2,0.48,45.44,82.72,19.8,74.9,6.17,94.81,12.5,85.9,38.47,89.58,5.77,51.39,18.37,26.35,0.05,0.32,0.08,0.0,0.16,50.0,0.32,5.45,69.12,1.76,18.18,0.72,33.33,0.32,0.16,7.93,64.65,0,,0,,0,0.0,0.0,0.0,,,1.04,,0.0,0.0,0.0,0.08,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,23.333333333333332,16.666666666666664,16.666666666666664,26.666666666666668,63.33333333333333,90.0,48.333333333333336,71.66666666666667,10.0,53.333333333333336,56.666666666666664,93.33333333333333,20.0,30.0,51.66666666666667,56.666666666666664,,20.0,,76.66666666666667,100.0,8.333333333333332,16.666666666666664,36.666666666666664,36.3,6,a soto,39.51,15.0,23.5,66.22,54.42,0.0,34.84,21.299999999999997,30.4,True,4
L. Suárez,Sarmiento,Sarmiento,"LB, LCB",31.0,0,2026-12-31,16,1155,1,0.68,0,0.55,17.06,53.42,Argentina,Argentina,esquerdo,187,81,sim,9.66,7.25,66.67,3.51,46.67,0.39,0.54,0.39,4.44,6.13,1.17,1,0.08,0,0.0,1.25,0.08,1,0.08,0.05,1,0.08,8,0.62,37.5,12.5,0.0,1.09,42.86,1.09,42.86,0.0,0.0,0.0,1.09,50.0,3.9,32.0,0.55,0.62,0.08,16.36,0.86,0.78,27.58,71.47,15.19,65.13,3.35,95.35,5.3,80.88,21.58,76.17,4.99,56.25,20.4,28.2,0.04,0.39,0.0,0.08,0.0,0.0,0.23,4.21,66.67,1.71,45.45,0.31,50.0,0.55,0.47,7.95,62.75,0,,0,,0,0.0,0.0,0.0,,,0.55,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,40.0,13.333333333333334,10.0,23.333333333333332,30.0,81.66666666666667,98.33333333333333,60.0,3.3333333333333335,36.666666666666664,80.0,23.333333333333332,20.0,35.0,51.66666666666667,23.333333333333332,,46.666666666666664,,46.666666666666664,33.33333333333333,8.333333333333332,55.00000000000001,26.666666666666668,31.5,6,l suarez,37.6,20.0,29.77,77.2,39.77,0.0,28.68,16.5,27.0,True,4
M. Recalde,Gimnasia Mendoza,Gimnasia Mendoza,"LB, LWB",29.0,0,,16,1006,0,0.43,0,0.41,14.14,46.2,Argentina,Argentina,esquerdo,178,0,sim,9.04,5.99,55.22,2.15,33.33,0.81,1.1,0.09,4.92,6.73,0.89,3,0.27,0,0.0,1.79,0.0,0,0.0,0.04,0,0.0,9,0.81,44.44,0.0,0.0,2.33,23.08,2.33,23.08,0.0,0.0,0.36,1.52,58.82,4.56,43.14,0.54,1.16,0.36,29.7,2.77,1.25,43.12,73.44,19.41,62.21,6.44,94.44,9.04,76.24,35.7,79.2,5.1,56.14,19.29,35.36,0.04,0.45,0.0,0.0,0.0,0.0,0.18,5.64,61.9,2.24,28.0,0.27,33.33,0.09,0.54,10.91,61.48,0,,0,,0,0.0,0.0,0.0,,,0.81,,0.0,0.0,0.0,0.27,0.0,0.0,Argentina A,,,LE,Sul-americano,True,True,6.666666666666667,26.666666666666668,33.33333333333333,18.333333333333332,38.333333333333336,16.666666666666664,48.333333333333336,43.333333333333336,38.333333333333336,23.333333333333332,63.33333333333333,23.333333333333332,20.0,80.0,51.66666666666667,75.0,,70.0,,63.33333333333333,56.666666666666664,85.0,86.66666666666667,26.666666666666668,29.0,6,m recalde,33.68,31.0,40.9,59.64,44.45,0.0,37.86,14.0,23.8,True,4
F. Amarfil,Platense,Platense,"RDMF, LDMF, DMF",24.0,0,2026-12-31,14,1049,0,0.17,0,0.44,16.99,53.03,Argentina,Argentina,direito,174,0,sim,9.69,7.46,62.07,2.66,45.16,0.43,0.64,0.09,4.63,6.95,2.14,5,0.43,0,0.0,0.51,0.0,0,0.0,0.01,0,0.0,9,0.77,22.22,0.0,0.0,0.51,33.33,0.17,0.0,0.34,50.0,0.0,0.51,33.33,3.0,37.14,0.17,1.46,0.09,31.57,0.34,0.69,50.02,83.36,18.62,72.35,5.32,93.55,19.13,90.58,42.13,88.19,7.38,59.3,19.7,36.45,0.04,0.6,0.0,0.0,0.0,0.0,0.17,10.38,73.55,1.72,40.0,0.77,33.33,0.51,0.34,10.64,71.77,0,,0,,0,0.0,0.0,0.0,,,0.43,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,VOL,Sul-americano,True,True,38.70967741935484,74.19354838709677,96.7741935483871,29.03225806451613,90.32258064516128,51.61290322580645,48.38709677419355,25.806451612903224,54.83870967741935,58.06451612903226,64.51612903225806,24.193548387096776,30.64516129032258,93.54838709677419,51.61290322580645,40.32258064516129,,74.19354838709677,,67.74193548387096,35.483870967741936,85.48387096774194,41.935483870967744,58.06451612903226,66.7,6,f amarfil,36.44,15.0,37.54,58.01,41.6,0.0,31.56,51.7,44.1,True,5
F. Romero,Estudiantes Río Cuarto,Estudiantes Río Cuarto,"DMF, LCMF, LDMF",27.0,0,2026-12-31,15,1243,0,0.14,0,1.38,11.3,62.82,Argentina,Argentina,direito,179,76,sim,8.4,4.85,68.66,3.55,63.27,0.8,1.02,0.14,4.27,5.5,0.51,1,0.07,0,0.0,0.07,0.0,0,0.0,0.01,0,0.0,6,0.43,0.0,0.0,0.0,0.29,25.0,0.22,33.33,0.07,0.0,0.0,0.14,0.0,1.67,47.83,0.07,0.29,0.0,24.4,0.0,0.8,40.76,83.3,14.41,73.37,4.63,93.75,14.84,90.24,34.75,88.96,5.79,51.25,19.29,38.62,0.1,0.87,0.0,0.0,0.0,0.0,0.07,6.44,69.66,0.94,30.77,0.58,37.5,0.22,0.07,7.24,75.0,0,,0,,0,0.0,0.0,0.0,,,0.51,,0.94,0.0,0.0,2.1,0.0,0.0,Argentina A,,,VOL,Sul-americano,True,True,87.09677419354838,32.25806451612903,14.516129032258066,12.903225806451612,80.64516129032258,96.7741935483871,48.38709677419355,25.806451612903224,35.483870967741936,35.483870967741936,38.70967741935484,24.193548387096776,90.32258064516128,70.96774193548387,51.61290322580645,93.54838709677419,,32.25806451612903,,45.16129032258064,32.25806451612903,25.806451612903224,50.0,90.32258064516128,62.9,6,f romero,28.13,26.0,12.12,75.65,31.63,0.0,22.78,47.9,38.0,True,5
J. Mattar,Newell's Old Boys,Newell's Old Boys,"RDMF, LCMF, RCMF",18.0,0,,16,959,0,0.61,1,0.79,17.36,50.27,Argentina,Argentina,unknown,0,0,sim,9.38,5.82,61.29,1.88,40.0,0.84,1.29,0.38,4.97,7.61,0.56,3,0.28,0,0.0,0.84,0.0,0,0.0,0.06,0,0.0,12,1.13,33.33,0.0,0.09,1.22,0.0,0.09,0.0,1.13,0.0,0.09,0.84,55.56,6.66,43.66,1.03,0.66,0.09,22.05,0.56,2.72,34.91,75.81,13.51,61.81,4.97,90.57,11.73,84.0,29.75,82.97,4.04,44.19,18.66,32.07,0.07,0.66,0.0,0.09,0.0,0.0,0.28,5.54,71.19,2.44,34.62,0.75,37.5,0.75,0.19,6.85,63.01,0,,0,,0,0.0,0.0,0.0,,,0.19,,1.22,0.19,50.0,0.84,0.0,0.0,Argentina A,,,VOL,Sul-americano,True,True,19.35483870967742,93.54838709677419,61.29032258064516,83.87096774193549,35.483870967741936,41.935483870967744,48.38709677419355,75.80645161290323,93.54838709677419,74.19354838709677,58.06451612903226,24.193548387096776,93.54838709677419,54.83870967741935,51.61290322580645,90.32258064516128,,83.87096774193549,,74.19354838709677,6.451612903225806,85.48387096774194,100.0,82.25806451612904,48.4,6,j mattar,41.05,10.0,48.35,66.68,36.64,0.0,38.25,33.4,37.2,True,5
