treinador,clube,id_clube,funcao,interino,inicio,fim,em_curso,dias,jogos_tm,ppj_tm
Vinícius,São Bernardo FC,16439,Treinador,0,2026-08-06,,1,,8,1.38
Ramon Menezes,Tombense FC,3234,Treinador,0,2017-11-23,2018-07-17,0,236,26,1.15
Eugênio Souza,Tombense FC,3234,Treinador,0,2018-07-20,2018-08-13,0,24,4,1.75
Ricardo Drubscky,Tombense FC,3234,Treinador,0,2018-12-04,2019-07-05,0,213,25,1.12
Eugênio Souza,Tombense FC,3234,Treinador,0,2019-07-08,2020-09-01,0,421,25,1.84
Julinho Camargo,Tombense FC,3234,Treinador,0,2020-09-03,2021-01-05,0,124,15,1.60
Bruno Pivetti,Tombense FC,3234,Treinador,0,2021-01-18,2021-04-26,0,98,13,1.62
Rafael Guanaes,Tombense FC,3234,Treinador,0,2021-04-30,2022-02-22,0,298,36,1.36
Hemerson Maria,Tombense FC,3234,Treinador,0,2022-02-25,2022-05-12,0,76,15,1.07
Bruno Pivetti,Tombense FC,3234,Treinador,0,2022-05-13,2022-11-07,0,178,32,1.28
Marcelo Chamusca,Tombense FC,3234,Treinador,0,2023-01-17,2023-06-05,0,139,26,1.15
Julian Tobar,Tombense FC,3234,Treinador interino,1,2023-06-06,2023-06-22,0,16,2,1.50
João Burse,Tombense FC,3234,Treinador,0,2023-06-23,2023-08-23,0,61,12,0.92
Moacir Júnior,Tombense FC,3234,Treinador,0,2023-08-25,2023-11-30,0,97,14,1.21
Raul Cabral,Tombense FC,3234,Treinador,0,2024-01-22,2025-07-13,0,538,54,1.28
Marcelo Chamusca,Tombense FC,3234,Treinador,0,2025-07-14,2025-09-03,0,51,7,0.43
Cristóvão Borges,Tombense FC,3234,Treinador,0,2025-11-13,2026-07-08,0,237,30,1.27
Hemerson Maria,Vila Nova FC,5677,Treinador,0,2017-05-09,2018-11-26,0,566,96,1.54
Umberto Louzer,Vila Nova FC,5677,Treinador,0,2018-11-26,2019-02-22,0,88,8,1.88
Eduardo Baptista,Vila Nova FC,5677,Treinador,0,2019-02-23,2019-07-14,0,141,23,1.13
Marcelo Cabo,Vila Nova FC,5677,Treinador,0,2019-07-19,2019-10-03,0,76,17,1.12
Rafael Toledo,Vila Nova FC,5677,Treinador interino,1,2019-10-04,2019-10-18,0,14,3,0.33
Itamar Schulle,Vila Nova FC,5677,Treinador,0,2019-10-18,2019-12-01,0,44,9,1.00
Ariel Mamede,Vila Nova FC,5677,Treinador,0,2019-12-12,2020-02-22,0,72,8,1.38
Bolívar,Vila Nova FC,5677,Treinador,0,2020-02-24,2020-12-15,0,295,23,1.52
Márcio Fernandes,Vila Nova FC,5677,Treinador,0,2020-12-18,2021-03-05,0,77,16,1.75
Wagner Lopes,Vila Nova FC,5677,Treinador,0,2021-03-08,2021-06-24,0,108,23,1.52
Higo Magalhães,Vila Nova FC,5677,Treinador interino,1,2021-06-24,2021-08-12,0,49,11,1.18
Hemerson Maria,Vila Nova FC,5677,Treinador,0,2021-08-12,2021-08-23,0,11,3,0.33
Higo Magalhães,Vila Nova FC,5677,Treinador,0,2021-08-23,2022-05-15,0,265,50,1.60
Dado Cavalcanti,Vila Nova FC,5677,Treinador,0,2022-05-18,2022-07-02,0,45,9,0.56
Allan Aal,Vila Nova FC,5677,Treinador,0,2022-07-07,2022-11-23,0,139,28,1.64
Claudinei Oliveira,Vila Nova FC,5677,Treinador,0,2022-12-14,2023-08-03,0,232,39,1.56
Marquinhos Santos,Vila Nova FC,5677,Treinador,0,2023-08-04,2023-09-20,0,47,8,1.38
Lisca,Vila Nova FC,5677,Treinador,0,2023-09-26,2023-10-21,0,25,4,1.25
Higo Magalhães,Vila Nova FC,5677,Treinador,0,2023-10-27,2024-03-18,0,143,19,2.11
Márcio Fernandes,Vila Nova FC,5677,Treinador,0,2024-03-19,2024-05-23,0,65,14,1.43
Luizinho Lopes,Vila Nova FC,5677,Treinador,0,2024-05-24,2024-10-21,0,150,26,1.54
Raphael Borges,Vila Nova FC,5677,Treinador interino,1,2024-05-28,2024-05-30,0,2,1,0.00
Thiago Carvalho,Vila Nova FC,5677,Treinador,0,2024-10-22,2024-11-25,0,34,6,1.00
Rafael Lacerda,Vila Nova FC,5677,Treinador,0,2025-01-01,2025-06-11,0,161,34,1.71
Jorciley Mendes,Vila Nova FC,5677,Treinador interino,1,2025-02-12,2025-02-14,0,2,1,1.00
Luizinho Lopes,Vila Nova FC,5677,Treinador,0,2025-06-12,2025-08-04,0,53,9,1.22
Paulo Turra,Vila Nova FC,5677,Treinador,0,2025-08-04,2025-09-25,0,52,8,1.25
Umberto Louzer,Vila Nova FC,5677,Treinador,0,2025-09-30,2026-03-18,0,169,24,1.58
Jayme Algarte,Vila Nova FC,5677,Treinador,0,2026-03-23,,1,,2,1.50
Guto Ferreira,Vila Nova FC,5677,Treinador,0,2026-03-27,,1,,28,1.61
Felipe Surian,Volta Redonda FC,4176,Treinador,0,2017-03-16,2018-02-20,0,341,32,1.19
Marcelo Salles,Volta Redonda FC,4176,Treinador,0,2018-02-23,2018-06-04,0,101,13,0.92
Moacir Júnior,Volta Redonda FC,4176,Treinador,0,2018-06-07,2018-08-15,0,69,10,1.10
Toninho Andrade,Volta Redonda FC,4176,Treinador,0,2018-11-01,2019-09-01,0,304,29,1.48
Luizinho Vieira,Volta Redonda FC,4176,Treinador,0,2020-01-07,2020-10-26,0,293,26,1.42
Neto Colucci,Volta Redonda FC,4176,Treinador,0,2020-10-30,2022-02-28,0,486,48,1.33
Wilson Leite,Volta Redonda FC,4176,Treinador,0,2022-02-28,2022-03-22,0,22,3,0.33
Rogério Corrêa,Volta Redonda FC,4176,Treinador,0,2022-03-29,2023-10-09,0,559,65,1.66
Felipe Loureiro,Volta Redonda FC,4176,Treinador,0,2023-10-24,2024-02-15,0,114,8,1.00
Rogério Corrêa,Volta Redonda FC,4176,Treinador,0,2024-02-21,2025-12-04,0,652,78,1.37
Rodrigo Santana,Volta Redonda FC,4176,Treinador,0,2025-12-08,2026-02-22,0,76,8,1.38
Neto Colucci,Volta Redonda FC,4176,Treinador interino,1,2026-02-23,2026-03-16,0,21,2,3.00
William de Mattia,Volta Redonda FC,4176,Treinador,0,2026-03-17,2026-04-27,0,41,9,1.44
Mário Jorge,Volta Redonda FC,4176,Treinador,0,2026-05-07,2026-08-10,0,95,13,1.15
